product,category,feature,quantile_tail,hi_minus_low_future10,min_day_edge,stable_same_sign_days,high_count,low_count
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.05,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.1,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.15,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.2,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.25,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.3,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.35,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.39999999999999997,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.44999999999999996,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.49999999999999994,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.5499999999999999,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.6,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.65,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.7,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.75,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.7999999999999999,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.85,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.9,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,0.95,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.05,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.1,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.15,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.2,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.25,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.3,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.35,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.39999999999999997,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.44999999999999996,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.49999999999999994,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.5499999999999999,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.6,0.10164424799448524,0.027204245061255516,3,29466,29477
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,0.65,0.10164424799448524,0.027204245061255516,3,29466,29477
