product,category,horizon,imbalance_corr,microprice_corr,z50_corr,past5_corr
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,0.06180682201444598,0.05994946620803234,0.001708890301304209,0.0055747652608002145
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,0.01762850656324347,0.018044882401806815,0.021279908272210414,0.01741987132500546
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,0.03337607241647554,0.034534717055404125,0.0010004064905011134,0.010407689298830975
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,-0.005657752890380616,-0.005905890585008521,-0.010286961458861139,0.004902347642931645
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,50,0.018057940581276744,0.01766908607623948,-0.009652803408339839,-0.009791384067173333
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,1,0.051530091534228696,0.05013146573701012,0.006005736371584691,-0.0026323786590429017
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,5,0.030558561084012868,0.02954844317228447,-0.012584166725680957,0.0018537599706574767
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,10,0.019021714466350984,0.020042380398321416,-0.010275881870703933,-0.022488277465984724
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,25,0.010268671251573824,0.009892365288391831,0.009211355018828077,-0.005231656720300444
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,50,0.009651560550990654,0.009913735648244063,0.019538744714178963,-0.0029813964523035005
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,1,0.059492527408907175,0.057636921383918745,0.00811689766613095,0.004048675945326136
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,5,0.02291746663886803,0.022448200678254652,0.016650516430991424,0.014048652342874175
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,10,0.036242966429100375,0.03640365661823832,0.030161669725255483,0.015916857427411012
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,25,0.013141130175403913,0.01180719256091795,0.030514151072876906,0.024110340049518893
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,50,0.017363022312840305,0.01775804175274214,-0.004327718581621295,0.005158824570271414
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,1,0.048338145749037505,0.047310069889189385,-0.007408118502392276,-0.009326885721996261
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,5,0.019953920592783857,0.019883800615269114,0.0005310756672145876,0.012605588121476252
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,10,0.017399217739344833,0.017898384319062988,-0.020784555521993108,-0.002720174726328661
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,25,0.011659793219348244,0.012096652191558616,-0.022817155370036247,-0.01792411237837751
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,50,0.0075919384556420435,0.007912992355110494,0.004263497101628499,-0.0068805694848511475
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,1,0.06332547571388308,0.06437597818653602,0.004799476266621305,-0.00794272285485099
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,5,0.03504258389503086,0.036488214901734456,0.022727327725075668,0.007796607447868055
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,10,0.012117357538777336,0.01280652585701212,0.004367439763199002,0.004408153680216845
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,25,0.01105414049374937,0.011931546933105105,-0.018744285221925554,0.005604864423518706
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,50,-0.0005542391387139161,-0.0007777261274251699,-0.028328588140931803,-0.004702350876456725
MICROCHIP_CIRCLE,MICROCHIP,1,0.02407433008889521,0.01944200030195624,-0.016818225797705907,-0.0019560299368985737
MICROCHIP_CIRCLE,MICROCHIP,5,0.0009333876717805915,-0.000998551671760237,-0.00801185756762925,-0.0037907343476477314
MICROCHIP_CIRCLE,MICROCHIP,10,0.006699077058560315,0.0042152648157486134,-0.015484030554875886,-0.013431778050764807
MICROCHIP_CIRCLE,MICROCHIP,25,-0.004874131352308417,-0.005816209748670156,0.00017354579669898667,-0.005006407424190255
MICROCHIP_CIRCLE,MICROCHIP,50,-0.006246739960899719,-0.00626255179453612,0.01385468364960377,-0.004474902830571345
MICROCHIP_OVAL,MICROCHIP,1,0.02465484139955496,0.021391514440439158,-0.0044150259882012695,-0.00721804012140651
MICROCHIP_OVAL,MICROCHIP,5,0.005316517445067269,0.0022354214605047,-0.012293787835880072,-0.013650074791245512
MICROCHIP_OVAL,MICROCHIP,10,0.01541937670903057,0.01397911370761522,-0.031188866724956035,-0.028437871918910274
MICROCHIP_OVAL,MICROCHIP,25,0.005265039708560159,0.00691108472275013,-0.005694179842873901,-0.02275938442221786
MICROCHIP_OVAL,MICROCHIP,50,-3.263231790983871e-06,0.0010253048018085233,0.004499237806802261,-0.004367732828696346
MICROCHIP_RECTANGLE,MICROCHIP,1,0.0027382012850247573,7.64648127453819e-05,0.012235690945949817,0.0183346890464835
MICROCHIP_RECTANGLE,MICROCHIP,5,0.017956875695089164,0.01394148914476276,-0.002031802146005083,0.007785899877318598
MICROCHIP_RECTANGLE,MICROCHIP,10,-0.004075673657185102,-0.005453672464229744,-0.0011670172385934343,-0.0003097408177336479
MICROCHIP_RECTANGLE,MICROCHIP,25,0.004148066655486542,0.004759311239693439,-0.033595802110734145,-0.019804165715140494
MICROCHIP_RECTANGLE,MICROCHIP,50,0.01020795323792896,0.010713671418587119,-0.035803630619416174,-0.016890803881394533
MICROCHIP_SQUARE,MICROCHIP,1,0.03486275062119984,0.03553741603599665,-0.0012864523217904168,-0.011817191164056943
MICROCHIP_SQUARE,MICROCHIP,5,0.0028332024366293554,0.002582730577481191,-0.002808032165825352,-0.006135093975568304
MICROCHIP_SQUARE,MICROCHIP,10,-0.009097046747881504,-0.010092224818973356,0.01408853259292866,0.009082265646961232
MICROCHIP_SQUARE,MICROCHIP,25,0.015302661967446155,0.016251858077129585,-0.0019851888853306813,-0.012460745941201785
MICROCHIP_SQUARE,MICROCHIP,50,0.004897642344075641,0.0032439129049229394,0.030360736224764127,0.004341495452941611
MICROCHIP_TRIANGLE,MICROCHIP,1,0.007934179301320505,0.004098107073015273,-0.011571507432483585,-0.024552337834370077
MICROCHIP_TRIANGLE,MICROCHIP,5,0.0004778137016589941,0.0009964620049954032,0.0009140648581739656,-0.02567122626308715
MICROCHIP_TRIANGLE,MICROCHIP,10,-5.196859758442284e-05,-0.004756854179240342,0.01940354355185206,0.00240144331131834
MICROCHIP_TRIANGLE,MICROCHIP,25,-0.0014487296922035863,-0.0015368535130829953,0.02528883899285616,-0.00011588309344612784
MICROCHIP_TRIANGLE,MICROCHIP,50,0.008912469182858512,0.009959447885373313,0.041700254138710875,0.009263930972251512
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,1,0.05031257648034682,0.04948578367590079,-0.02437719886962456,-0.053537650814126286
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,5,0.03013036730159418,0.030399823515556913,-0.013990756655713827,-0.03779113803372761
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,10,0.022107289161554026,0.022198854032762828,-0.011690577697501406,-0.03316519817124749
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,25,0.02850190241228559,0.028394696283625197,-0.004720970920017557,-0.024414251811045652
OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE,50,0.00837965060017057,0.006382816981084615,-0.0069121892247485045,-0.008904996591256197
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,1,0.050388229549053906,0.050420881191041995,-0.061149172128781015,-0.09107020134747343
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,5,0.01784722463184344,0.01786839395593568,-0.06025742794737072,-0.06391271260138799
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,10,0.020971860914120517,0.021091576045316588,-0.036841473144594246,-0.04238833144468108
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,25,0.0020171949741323004,0.001804690322943774,-0.04613997846059536,-0.03630960746319046
OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE,50,0.018278265752255433,0.018342881083035088,-0.029375006935683574,-0.03899662252208619
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,1,0.06639598266406645,0.066631556584046,-0.010821579556668378,-0.011063717429444706
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,5,0.02096798598534551,0.020394572789118496,-0.013995754659277142,-0.008233356963849366
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,10,0.024325883015303165,0.024292048672564084,-0.003884254514034517,-0.005746545131368833
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,25,0.027286982546253103,0.028818504589349175,-0.013108282542661704,-0.01040920132828568
OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE,50,0.006810506655094882,0.0073688737176773565,-0.0018321528609790852,-0.008903979056001501
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,1,0.05886377764872689,0.05920945338894206,0.004564774216667511,-0.009481950244334096
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,5,0.026841201458545717,0.026278289699592058,0.023656949795861568,0.006373905482704238
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,10,0.024752449148919786,0.024651025066016834,0.031481277944006666,0.022438401838786832
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,25,0.02365072594866696,0.024657749809114164,0.027229796364246564,0.0231583192999672
OXYGEN_SHAKE_MINT,OXYGEN_SHAKE,50,0.015413096326239608,0.015192769796308918,0.031451814362975526,0.022442338233557953
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,1,0.047351234676938844,0.046215429076537924,-0.002584306974374759,0.0017626498535431156
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,5,0.01794036104543304,0.01855881797386865,-0.031225615043381366,-0.03109935642982249
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,10,0.004586938728913645,0.0046457047975398316,-0.025235918739669006,-0.03162354107886899
OXYGEN_SHAKE_MORNING_BREATH,OXYGEN_SHAKE,25,0.0036922310146335698,0.005623658660536095,-0.022882683292759654,-0.005968388373336918
