product,category,horizon,feature,bucket,future_mean,count,future_std
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,top_imbalance,0.0,-0.21020833333333333,2400.0,10.49352605945276
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,top_imbalance,1.0,-0.24458333333333335,2400.0,11.428464817277755
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,top_imbalance,2.0,-0.2475,2400.0,11.031615202339522
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,top_imbalance,3.0,0.4083333333333333,2400.0,12.186165926528515
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,top_imbalance,4.0,0.39895833333333336,2400.0,12.808587733033317
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,multi_imbalance,0.0,0.43395833333333333,2400.0,10.455333495285446
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,multi_imbalance,1.0,-0.21083333333333334,2400.0,11.397692122367173
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,multi_imbalance,2.0,-0.208125,2400.0,11.062901204505561
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,multi_imbalance,3.0,0.40791666666666665,2400.0,12.206891116873177
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,multi_imbalance,4.0,-0.3179166666666667,2400.0,12.81847206848876
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,microprice_edge,0.0,-0.21020833333333333,2400.0,10.49352605945276
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,microprice_edge,1.0,-0.24458333333333335,2400.0,11.428464817277755
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,microprice_edge,2.0,-0.2475,2400.0,11.031615202339522
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,microprice_edge,3.0,0.4083333333333333,2400.0,12.186165926528515
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,microprice_edge,4.0,0.39895833333333336,2400.0,12.808587733033317
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,roll_z_50,0.0,-0.008333333333333333,2400.0,11.458296228166327
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,roll_z_50,1.0,0.02,2400.0,11.835990852048296
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,roll_z_50,2.0,-0.2325,2400.0,11.71275931286619
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,roll_z_50,3.0,0.395625,2400.0,11.546950104522837
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,roll_z_50,4.0,-0.06979166666666667,2400.0,11.54791493147677
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,past_mid_diff_5,0.0,-0.2875,2400.0,11.49421488503063
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,past_mid_diff_5,1.0,0.10104166666666667,2400.0,11.495712947515209
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,past_mid_diff_5,2.0,0.10604166666666667,2400.0,11.474490299563568
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,past_mid_diff_5,3.0,0.20104166666666667,2400.0,11.790157533767028
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,past_mid_diff_5,4.0,-0.015625,2400.0,11.848603178219198
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,top_imbalance,0.0,0.13208333333333333,2400.0,23.55473196427525
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,top_imbalance,1.0,0.875,2400.0,24.474425406082556
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,top_imbalance,2.0,-0.4866666666666667,2400.0,23.99055908284931
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,top_imbalance,3.0,2.133125,2400.0,27.353834655254843
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,top_imbalance,4.0,0.996875,2400.0,28.6328669512295
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,multi_imbalance,0.0,0.5539583333333333,2400.0,23.249747428299386
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,multi_imbalance,1.0,0.855625,2400.0,24.47214070575305
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,multi_imbalance,2.0,-0.47458333333333336,2400.0,23.99709887272522
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,multi_imbalance,3.0,2.121875,2400.0,27.349978083962064
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,multi_imbalance,4.0,0.5935416666666666,2400.0,28.888923914284444
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,microprice_edge,0.0,0.13208333333333333,2400.0,23.55473196427525
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,microprice_edge,1.0,0.875,2400.0,24.474425406082556
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,microprice_edge,2.0,-0.4866666666666667,2400.0,23.99055908284931
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,microprice_edge,3.0,2.133125,2400.0,27.353834655254843
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,microprice_edge,4.0,0.996875,2400.0,28.6328669512295
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,roll_z_50,0.0,0.45458333333333334,2400.0,25.420105488785808
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,roll_z_50,1.0,-0.06729166666666667,2400.0,25.24737455259485
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,roll_z_50,2.0,0.25333333333333335,2400.0,26.3529010794561
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,roll_z_50,3.0,1.389375,2400.0,25.300724674499246
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,roll_z_50,4.0,1.6204166666666666,2400.0,26.09525948449016
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,past_mid_diff_5,0.0,0.08083333333333333,2400.0,25.55733746428147
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,past_mid_diff_5,1.0,0.480625,2400.0,25.686496494304922
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,past_mid_diff_5,2.0,0.5172916666666667,2400.0,25.29658614703548
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,past_mid_diff_5,3.0,1.23625,2400.0,25.05598605030136
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,past_mid_diff_5,4.0,1.3354166666666667,2400.0,26.823462115773513
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,top_imbalance,0.0,0.9939583333333334,2400.0,32.862342911869256
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,top_imbalance,1.0,1.9510416666666666,2400.0,34.88466674491903
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,top_imbalance,2.0,-0.960625,2400.0,34.99890743880685
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,top_imbalance,3.0,4.963333333333333,2400.0,37.63826406428651
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,top_imbalance,4.0,2.54125,2400.0,41.105707711219154
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,multi_imbalance,0.0,2.1545833333333335,2400.0,33.065238289670674
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,multi_imbalance,1.0,1.8202083333333334,2400.0,34.883436996616155
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,multi_imbalance,2.0,-0.8808333333333334,2400.0,35.038830471671915
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,multi_imbalance,3.0,5.068125,2400.0,37.61136090571393
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,multi_imbalance,4.0,1.326875,2400.0,40.94202489478764
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,microprice_edge,0.0,0.9939583333333334,2400.0,32.862342911869256
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,microprice_edge,1.0,1.9510416666666666,2400.0,34.88466674491903
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,microprice_edge,2.0,-0.960625,2400.0,34.99890743880685
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,microprice_edge,3.0,4.963333333333333,2400.0,37.63826406428651
