product,category,feature,mean_coef,same_sign_days,coef_abs_mean
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,microprice_edge,4.116491351375099,3,4.116491351375099
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,mid_diff_1,-0.18157463794678538,2,0.18359522594479002
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,past_mid_diff_10,1.0997319057461192,3,1.0997319057461192
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,past_mid_diff_5,0.07248841265320531,2,0.5883185181246092
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,roll_z_100,0.10688785782108456,1,0.864655614811438
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,roll_z_25,1.8320217449794491,3,1.8320217449794491
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,roll_z_250,1.2030882462512735,2,1.396923794571185
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,roll_z_50,-3.4057028044464666,3,3.4057028044464666
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,spread,-0.4964891735440052,3,0.4964891735440052
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,top_imbalance,-3.264245125503125,3,3.264245125503125
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,microprice_edge,3.8098138590780266,3,3.8098138590780266
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,mid_diff_1,0.27202207153734287,2,0.4031373746315116
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,past_mid_diff_10,-0.09425884490622183,2,0.4315141096558968
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,past_mid_diff_5,0.008989501096543765,1,0.41885120670191966
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,roll_z_100,2.5384574657354997,3,2.5384574657354997
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,roll_z_25,-1.365239663689805,2,2.162673735981532
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,roll_z_250,-1.252243736499928,3,1.252243736499928
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,roll_z_50,-0.2718665363147764,2,2.0343975677313098
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,spread,-0.19561519854937956,2,0.26229277062025885
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,top_imbalance,-2.876959804148609,3,2.876959804148609
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,microprice_edge,1.093875372873155,3,1.093875372873155
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,mid_diff_1,0.637027642487955,3,0.637027642487955
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,past_mid_diff_10,-0.13296686197192348,2,0.1332940834941603
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,past_mid_diff_5,-0.06869972526545019,1,0.17059348611017863
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,roll_z_100,0.7696501511183743,2,1.9836630580962347
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,roll_z_25,-0.47478641361169,2,0.9552849738884946
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,roll_z_250,-1.217095916442941,3,1.217095916442941
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,roll_z_50,2.01871811861379,2,2.036757928953506
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,spread,-0.5627718217889491,2,0.5828983416881854
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,top_imbalance,-0.09281601288157793,2,0.35437730212965785
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,microprice_edge,3.071386785327683,3,3.071386785327683
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,mid_diff_1,-0.29054794021555996,3,0.29054794021555996
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,past_mid_diff_10,1.0984431081194086,3,1.0984431081194086
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,past_mid_diff_5,0.6239490373593471,2,0.9242014548671037
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,roll_z_100,0.8709980110995516,3,0.8709980110995516
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,roll_z_25,-0.7575434574231791,2,1.543755365536242
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,roll_z_250,0.3794225552220649,1,1.0183591606394424
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,roll_z_50,-1.9766416942260758,3,1.9766416942260758
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,spread,-0.877795833902851,3,0.877795833902851
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,top_imbalance,-2.307248049331308,2,2.326429334627889
GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS,microprice_edge,2.6062940826029086,3,2.6062940826029086
