product,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS_SOLAR_WINDS,MICROCHIP_CIRCLE,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,MICROCHIP_SQUARE,MICROCHIP_TRIANGLE,OXYGEN_SHAKE_CHOCOLATE,OXYGEN_SHAKE_EVENING_BREATH,OXYGEN_SHAKE_GARLIC,OXYGEN_SHAKE_MINT,OXYGEN_SHAKE_MORNING_BREATH,PANEL_1X2,PANEL_1X4,PANEL_2X2,PANEL_2X4,PANEL_4X4,PEBBLES_L,PEBBLES_M,PEBBLES_S,PEBBLES_XL,PEBBLES_XS,ROBOT_DISHES,ROBOT_IRONING,ROBOT_LAUNDRY,ROBOT_MOPPING,ROBOT_VACUUMING,SLEEP_POD_COTTON,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,SLEEP_POD_POLYESTER,SLEEP_POD_SUEDE,SNACKPACK_CHOCOLATE,SNACKPACK_PISTACHIO,SNACKPACK_RASPBERRY,SNACKPACK_STRAWBERRY,SNACKPACK_VANILLA,TRANSLATOR_ASTRO_BLACK,TRANSLATOR_ECLIPSE_CHARCOAL,TRANSLATOR_GRAPHITE_MIST,TRANSLATOR_SPACE_GRAY,TRANSLATOR_VOID_BLUE,UV_VISOR_AMBER,UV_VISOR_MAGENTA,UV_VISOR_ORANGE,UV_VISOR_RED,UV_VISOR_YELLOW
GALAXY_SOUNDS_BLACK_HOLES,1.0,4.751278903382874e-05,0.0015812744496184734,0.002143234478572078,0.010315192559455384,0.0018697137391004142,0.0015727988234768098,-0.0051950201538101225,0.01718543708062448,0.007838921143943169,0.01277851917798446,0.021647560557096383,0.0163302533894937,0.008021929370416485,0.002092196084800031,0.0023624673169838754,0.002805893366046352,0.0017096508152405314,-0.008780143223664312,0.005190579187603348,0.001368319549019509,0.000266892866738856,0.0022649273016587526,-0.0002009462791346126,-0.004488792815517784,-0.00047223064091808973,0.0017020052257687647,0.0008688028555426982,0.0037077893953416435,0.0022422493750658477,0.00787775639805934,0.0030572443900408037,0.004256308382922495,0.00960838035431477,0.004045602062160822,0.019059247511897245,0.015863022276708383,0.012336146382580529,0.009564892381934453,0.006807264728087987,0.01283499588821957,0.0014666369626914022,0.01519399903037086,0.0009229753179955018,0.014120829863440012,0.005770959470141931,0.013987320947330321,0.002599366315184722,0.002030824138920814,-0.0009656633291720616
GALAXY_SOUNDS_DARK_MATTER,4.751278903382874e-05,1.0,0.00646958769588045,0.004278923656618883,-0.0010725486852634829,0.004033998142777664,-0.0033374925204779473,0.002929935938865622,0.001423102177015784,0.0005166164819877083,0.003858719081002499,0.012491738789905135,0.014157963758628137,0.008300964198772619,0.006001965987230026,0.008381407294399144,0.007434702540915108,0.001560815204664576,0.018135567054440978,-0.002378073333853847,0.007100767567953519,0.0022002955756158073,0.004547992762729576,-0.008300032480436132,0.0013857960773017504,0.0038152247755485363,-0.002893893374048662,0.005934990341751178,0.0067780184579012805,0.008472496152883377,0.008387312616970921,-0.0012718571007715445,0.0004914110407120507,0.0026002625602004736,0.01077558433996565,0.01765944205213841,0.012262634360569706,0.012221232870957438,0.010822063357022023,0.012183621065602054,0.0063989877836986096,0.0017093424838137753,-0.003300117980669656,0.0002708455421865166,0.007591654182349026,0.008817537495434492,0.001769841588439296,0.003714192074629604,0.01640419865899087,0.017104987080949402
GALAXY_SOUNDS_PLANETARY_RINGS,0.0015812744496184734,0.00646958769588045,1.0,0.013675500437070475,1.4830667976935617e-05,0.005893181504453502,8.052862024281861e-05,0.0007233022562656862,0.003825443487155746,-0.0066138866573232065,0.012091376827427619,0.0059187875130623435,0.008661567244664456,0.008254989979361667,0.004595946487750497,-0.0032512021135313383,0.0018671253884097899,0.0027862952820761236,0.008151608548655884,0.004894899801841577,0.0016144384849677146,0.0029060749996509044,-0.009307332829039502,-0.0024270151974468855,0.011795287517396618,-0.0010892617542778255,-0.002718058788427377,0.007533071591993203,-0.0025238792703182913,0.006378245923689062,0.009599679227713433,0.00504113319486196,0.007004505695718815,0.010939806997663427,-0.005989352404820407,0.015313405015199174,0.025801039337392525,0.0016744150862416627,0.020222160750427685,0.0093100297453973,0.0007671758371450087,0.007819055387374254,0.004991859228101,0.006076712316686116,0.010244737380568263,0.0005485174281695875,0.0038371050176986255,-0.0016138112075192342,0.00951041900502461,0.0053230047207414154
GALAXY_SOUNDS_SOLAR_FLAMES,0.002143234478572078,0.004278923656618883,0.013675500437070475,1.0,0.0042001233066365955,-0.003113108355887135,0.00048002758278635845,-0.00357736744544099,0.003094654772560752,-0.0025677947079876576,0.0037712378026660857,0.010827246380017853,-0.0029222942825421613,-0.0019336427926229186,0.008426677226766243,0.00912781557706815,0.003532975351072768,0.010291815312106632,0.014760475884508049,-5.348520180335517e-05,0.00046245702383884,0.009327190931323984,-0.009494425187883137,-0.001427806140191927,0.0028344260014065655,0.0004016478978144214,0.004300753962965869,0.0020615214451901735,0.003783956725438747,0.007322461754538435,0.0011476250492091823,0.00845544407306119,0.006310493365503595,0.004898810362651874,0.00758041727093032,0.014683514611090482,0.015431101992678893,0.009669033467896743,0.013722347097933114,0.01003799824808902,0.0032851152355725024,0.010077048852650473,0.0032277407347120124,0.0029080036489520077,0.011880951879035005,-0.00040486913101343743,0.007703478083242483,-0.005666343172307742,0.01013579809031192,0.002425468170619158
GALAXY_SOUNDS_SOLAR_WINDS,0.010315192559455384,-0.0010725486852634829,1.4830667976935617e-05,0.0042001233066365955,1.0,0.00813697094024821,0.007015806501776539,-0.005435629202817973,-0.0036755669160682407,-0.0032436729690723037,0.001339536940320052,0.00705106659005932,0.00858557921111948,0.006478340513734024,0.012863094328766703,0.0018251455100829158,-0.0005038475870474818,-0.008291281930096765,0.008499320750130051,0.009283678794857086,0.0037060434102850013,-0.003543633464922792,-0.017721371976908873,0.009498988760441654,-0.003527221552768265,0.0004995096702611823,0.0012728029602417888,0.012786652288583904,0.002829939616610259,0.002932090252850888,-0.0016306585719255808,0.005484605388408143,0.00516502011450902,0.011119307982165259,-0.0030097046377130354,0.020151140684438237,0.014125669374714607,0.01342983684772913,0.010376160355327263,0.00928789656940491,0.013572558911858086,-0.005311266702783738,0.022102306181588163,-0.0004762167055576625,0.011775498976880098,-0.00673633688758299,0.0019659074458866278,-0.0032321782777213074,0.004716222404233964,0.018587760545623673
MICROCHIP_CIRCLE,0.0018697137391004142,0.004033998142777664,0.005893181504453502,-0.003113108355887135,0.00813697094024821,1.0,0.01260300314027793,0.009507052743930926,0.00754481846624614,0.0031057394944369564,0.0004543525258336528,0.0009875468789604447,0.0013727383632940494,0.0030600136433197598,-0.0012785967624144624,-0.0029068343255812755,-0.0067135739583957955,0.00545554343405284,0.0044799732405172155,0.003340221052227867,0.001541615554149357,-0.00842241330353538,0.00347775047718662,0.005048308518804729,-0.008086649210061997,0.0016290139014731877,-0.009772067798883956,0.004003458358800455,8.235237235431943e-05,0.0002733559609247817,-0.004634402928069619,-0.0068777149025408164,0.0004017963190000381,-0.010879761156045517,-0.004932525545034079,0.0008543453148809529,-0.004672455753532701,0.008825161533450226,-0.00826708380561583,0.0009308568513254529,-0.004710394269606105,-0.0074778616177688636,-0.004018769272379634,0.003633909397593659,-0.0027427768617114836,0.0058987749369206225,0.0016183966136228964,-0.0031051490710241056,-0.005873403104300373,-0.0015928989165024097
MICROCHIP_OVAL,0.0015727988234768098,-0.0033374925204779473,8.052862024281861e-05,0.00048002758278635845,0.007015806501776539,0.01260300314027793,1.0,0.003390803585043849,0.005115268819135011,0.0019316909752310613,-0.010885765072980915,0.0059706184794688,0.006442059132896788,0.004019461687235658,-0.0103889129512158,-0.0032241504146773006,-0.005253738118235433,0.004726522134542429,-0.002220693724148863,-0.004861352574590445,-0.0017888580341045843,0.005075009482016851,-0.006496061185316555,0.002797002309076871,-0.002174527396826973,-0.005555896190761907,0.017658020118666268,0.012290782108105698,0.00892233476203105,-0.0022635091900084147,-0.008826020689170717,0.008419033710850406,0.00582896007815926,0.002024901146966844,0.001793213177677718,0.0017667177478893235,-0.0011022526092149259,-0.0003822369557508096,-0.0010022981838428981,-0.002112541522141622,-0.001845614494581328,-0.004731171581309822,-0.001177221148768771,0.004074551810105352,-0.0002103357431177191,0.0011448548048107437,-0.004245742408582987,-0.003174133051359681,-0.0013010860594693148,-0.012431510350716327
MICROCHIP_RECTANGLE,-0.0051950201538101225,0.002929935938865622,0.0007233022562656862,-0.00357736744544099,-0.005435629202817973,0.009507052743930926,0.003390803585043849,1.0,0.006116916072758847,0.006090228894827433,0.002774255190501909,-0.00785385041375976,0.00025486976087304216,-0.011901565933758759,-0.004047897195799222,-0.004983648584233194,-0.0018608970004579777,0.004185054425884375,-0.0033652783287619805,-0.00649360456330535,-0.006118060821724134,0.0046796758658102355,-0.004250914543840026,0.0023968685201225825,0.001968569646184433,-0.004607199244129497,-0.005907954090878828,-0.002728124291798284,-0.009313557680179657,0.008093731805439439,-0.005780607903528286,0.00044734461909146827,-0.0007712391904517065,0.009446860657222462,-0.0006305402968353554,0.0013330792092752345,-0.00639614847779328,0.003729891510797147,-0.006137599714921752,-0.002845855168288529,-0.002827329848252278,-0.004527754676503055,-0.003458893513518996,-0.0040551297311196,0.005509589291413876,0.006486585225537137,-0.0011581116584395868,-0.0008777777639670686,-0.004189911503035731,-0.0039211930153169395
MICROCHIP_SQUARE,0.01718543708062448,0.001423102177015784,0.003825443487155746,0.003094654772560752,-0.0036755669160682407,0.00754481846624614,0.005115268819135011,0.006116916072758847,1.0,0.007533316774116257,0.002806000297509807,-0.0030672014196012182,0.009921076441461727,-0.0014361391728916547,-0.0011714363702181284,-0.0013348003024825485,-0.0031452161565536344,-0.0016359644115272033,-0.001673054587559364,0.005980930341479742,0.003146697418391253,0.0016093299894447042,-0.005021340144926941,-0.0040345377293570656,0.008654251867492678,-0.002640197542456947,-0.003434132429557263,-0.0005242759466341045,0.0034104772929367186,-0.004791803535936332,-0.003228130927144038,-0.0032152781407086056,-0.012170132463934131,0.009471714958151576,-0.0011821912686884584,0.007210683606427261,0.000705361623946176,-0.0006650308121427264,0.003495127318715646,-0.006922172780319467,0.0018735878576287138,0.0008341593495159125,0.002844849099796258,0.0119420582773999,-0.0019938690487826816,0.0027181087579056422,0.0026002138354475723,-0.008227244782751155,0.009905574551410066,0.008040340655383739
MICROCHIP_TRIANGLE,0.007838921143943169,0.0005166164819877083,-0.0066138866573232065,-0.0025677947079876576,-0.0032436729690723037,0.0031057394944369564,0.0019316909752310613,0.006090228894827433,0.007533316774116257,1.0,-0.005468903553625534,0.0021280578921663864,-0.001724517660485234,0.00024107154628133048,-0.003266574573928,0.004165989861835659,-0.0022928339385469066,0.006089746072336078,0.004094096538371824,-0.0008616584870577059,0.004815273117056258,-0.00672270576115977,0.0018768407039195614,0.002063258061677408,-0.004637001014103911,-0.00892274065120856,0.004538333366584472,-0.003052734058458626,-0.0005547300155674615,-0.008134569857505783,-0.008890866462228439,0.0006431755843654532,-0.0004979196989351954,0.0013674446724959218,0.001435944268142262,-0.009821035062052149,-0.0004885437955162167,-0.0013784579357848132,0.0011162683081783846,0.007867633956677361,-0.0009216106985150491,-0.00800879503620156,0.0014821653806661545,-0.00911550581594499,-0.003577326757395279,-0.0009723946577060816,-0.0016290611274129782,-0.0025150737399536557,0.003643439380095415,-0.004418865099325759
