category,product_a,product_b,price_corr,return_corr,spread_std,spread_adf_p,cointegration_p
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_BLACK_HOLES,-0.00806670534067694,4.7512789033837076e-05,1016.4116508052839,0.7914534275730093,0.1917287892875667
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_PLANETARY_RINGS,0.434211419240597,0.006469587695880458,689.8765507871511,0.49870828939262585,0.11494654425756556
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_WINDS,-0.01568085677828357,-0.0010725486852635059,638.5731925632743,0.2531550578729397,0.19149420926504013
GALAXY_SOUNDS,GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS_SOLAR_FLAMES,-0.0225335262672677,0.004278923656618877,564.5415375555415,0.12794565332207847,0.18927294983060006
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_PLANETARY_RINGS,0.07430053712720135,0.001581274449618461,1181.5443498618563,0.9739610421498748,0.972372739844515
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_WINDS,0.4653458919493338,0.01031519255945539,853.6611024915268,0.7834779532294749,0.9497067496402181
GALAXY_SOUNDS,GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS_SOLAR_FLAMES,-0.117095116828883,0.0021432344785720907,1105.5729936099456,0.9117483518832686,0.9243930587101915
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_WINDS,0.08759617878971605,1.4830667976930986e-05,898.1684390633768,0.5984731030018051,0.893946825350685
GALAXY_SOUNDS,GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS_SOLAR_FLAMES,-0.00911406148502547,0.013675500437070434,891.8661590924529,0.5859532342291549,0.8951964757012572
GALAXY_SOUNDS,GALAXY_SOUNDS_SOLAR_WINDS,GALAXY_SOUNDS_SOLAR_FLAMES,-0.3352198437009314,0.004200123306636559,811.6297125786754,0.40923339334487097,0.3887014494250318
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_LAMB_WOOL,-0.06045321246378769,0.006907839967195953,1012.7037845806002,0.5719566002998631,0.6854505608239674
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_POLYESTER,0.8596166475986889,0.002608798345349618,503.0114235579619,0.04817415120734011,0.1831392833991899
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_NYLON,0.19029358058001633,0.006422992471245584,945.7614630322756,0.33781563139271964,0.6305668819131867
SLEEP_POD,SLEEP_POD_SUEDE,SLEEP_POD_COTTON,0.7009587499324822,-0.0013324885215860826,691.3349093794917,0.34484044818500353,0.6078257302711381
SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD_POLYESTER,-0.03845542885041213,0.009006341509153403,1075.8046609193025,0.5270156462907447,0.24119340638466363
SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD_NYLON,0.493173017616758,0.0031563763859349765,471.37293044318574,0.0447890109521787,0.07527948587868763
SLEEP_POD,SLEEP_POD_LAMB_WOOL,SLEEP_POD_COTTON,0.0640741698427832,-0.0036242906813812453,954.8333472892735,0.4999400858422149,0.26830215087199416
SLEEP_POD,SLEEP_POD_POLYESTER,SLEEP_POD_NYLON,0.307571692750442,0.002723565600523806,953.1401144284366,0.2302164109899461,0.44606338184757294
SLEEP_POD,SLEEP_POD_POLYESTER,SLEEP_POD_COTTON,0.8752369904278979,-0.006985339470851648,473.91966160847744,0.030642014570686306,0.1012823437732494
SLEEP_POD,SLEEP_POD_NYLON,SLEEP_POD_COTTON,0.3974435453973533,0.006616153368036654,829.3591447672567,0.2831328978422503,0.8046432636450229
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_OVAL,-0.4155007882288376,0.012603003140277905,1838.137239711245,0.9913096766916369,0.5412982987210454
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_SQUARE,-0.09379806617695241,0.0075448184662461225,1953.5173213227583,0.20995662125498205,0.9144716268714976
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_RECTANGLE,0.1385184625822607,0.009507052743930855,859.1625047978132,0.570614113642318,0.9135889394683634
MICROCHIP,MICROCHIP_CIRCLE,MICROCHIP_TRIANGLE,-0.5933514510346841,0.0031057394944369,1226.6656178645264,0.9495991442804876,0.2694651477291661
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_SQUARE,-0.7316565719941753,0.005115268819135105,3148.751021675046,0.5393276874773711,0.9706977064973881
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_RECTANGLE,0.652400477767082,0.0033908035850438267,1204.6459792611715,0.9254709179204992,0.9431032773697624
MICROCHIP,MICROCHIP_OVAL,MICROCHIP_TRIANGLE,0.8704587961153504,0.001931690975231072,922.7014983678315,0.3061904539890574,0.061040425743751875
