product,category,horizon,bid_quote_adverse_selection,ask_quote_adverse_selection,microprice_buy_quote_quality,imbalance_buy_quote_quality
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,1,-0.11519485281861519,0.11519485281861519,0.05735318959627607,0.05875438707521971
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,5,-0.5886943471735868,0.5886943471735868,0.017870166556341067,0.01744289871278881
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,10,-1.1876543209876542,1.1876543209876542,0.014003723440781662,0.013322286109612896
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,25,-3.0370426065162905,3.0370426065162905,0.0040228223271007325,0.004055348372737344
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,50,-6.178056951423786,6.178056951423786,0.009262378610281237,0.009948321250874756
GALAXY_SOUNDS_BLACK_HOLES,GALAXY_SOUNDS,100,-12.866026936026936,12.866026936026936,-0.0034990310530306785,-0.0026090444507331015
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,1,-0.008934226756008934,0.008934226756008934,0.05106062012803407,0.052424688977176725
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,5,-0.048090712022678006,0.048090712022678006,0.030317525292082884,0.030411372183734256
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,10,-0.1015015015015015,0.1015015015015015,0.021700962499966683,0.021636214978204154
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,25,-0.31644110275689225,0.31644110275689225,0.006366089857516518,0.006198849541127399
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,50,-0.7501005025125628,0.7501005025125628,-0.00042981555127801055,-0.0009967206277110181
GALAXY_SOUNDS_DARK_MATTER,GALAXY_SOUNDS,100,-1.62003367003367,1.62003367003367,-0.001740127917117763,-0.0025723882904322114
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,1,0.012001200120012,-0.012001200120012,0.0577162349641678,0.05887633191191248
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,5,0.06738369184592297,-0.06738369184592297,0.02738277813769885,0.027447633534695908
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,10,0.14884884884884886,-0.14884884884884886,0.02714553710356285,0.02705053312727454
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,25,0.38101921470342526,-0.38101921470342526,0.018559342631562788,0.019023465327650074
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,50,0.8189782244556114,-0.8189782244556114,0.018906960266735134,0.01879529733481076
GALAXY_SOUNDS_PLANETARY_RINGS,GALAXY_SOUNDS,100,1.6696801346801347,-1.6696801346801347,0.0052394998888140015,0.00416569228535523
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,1,-0.027736106944027734,0.027736106944027734,0.05103050617289407,0.052049920903762155
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,5,-0.13253293313323328,0.13253293313323328,0.021968011880161318,0.02193656448269519
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,10,-0.2591925258591925,0.2591925258591925,0.018998096183816548,0.018926984856402186
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,25,-0.6610526315789473,0.6610526315789473,0.015213570401963647,0.014902992981734805
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,50,-1.2894472361809046,1.2894472361809046,-0.0003891660599516219,-0.0004790243802716079
GALAXY_SOUNDS_SOLAR_FLAMES,GALAXY_SOUNDS,100,-2.6224074074074073,2.6224074074074073,-0.0024107409862265004,-0.0026116570416656474
